Sales Person,Country,Product,Date,Amount,Boxes Shipped,Boxes Shipped_normalized,Country_Australia,Country_Canada,Country_India,Country_New Zealand,Country_UK,Country_USA
Beverie Moffet,Canada,White Choc,2022-07-15,"$9,275 ",173,0.24293785310734464,False,True,False,False,False,False
Dotty Strutley,Australia,50% Dark Bites,2022-05-12,"$3,108 ",252,0.3545197740112994,True,False,False,False,False,False
Mallorie Waber,New Zealand,Organic Choco Syrup,2022-07-01,"$5,075 ",256,0.3601694915254237,False,False,False,True,False,False
Husein Augar,USA,85% Dark Bars,2022-08-08,$378 ,54,0.0748587570621469,False,False,False,False,False,True
Madelene Upcott,Australia,50% Dark Bites,2022-07-25,"$7,350 ",6,0.007062146892655367,True,False,False,False,False,False
Wilone O'Kielt,UK,Drinking Coco,2022-05-18,"$3,388 ",55,0.07627118644067797,False,False,False,False,True,False
Camilla Castle,India,Peanut Butter Cubes,2022-07-15,"$11,837 ",277,0.3898305084745763,False,False,True,False,False,False
Curtice Advani,India,70% Dark Bites,2022-07-05,"$2,282 ",44,0.06073446327683616,False,False,True,False,False,False
Mallorie Waber,USA,Manuka Honey Choco,2022-07-04,"$5,425 ",96,0.134180790960452,False,False,False,False,False,True
Dotty Strutley,UK,70% Dark Bites,2022-06-20,"$1,267 ",216,0.3036723163841808,False,False,False,False,True,False
Gunar Cockshoot,Australia,Almond Choco,2022-01-25,"$3,752 ",424,0.597457627118644,True,False,False,False,False,False
Kaine Padly,New Zealand,Spicy Special Slims,2022-07-01,"$7,728 ",37,0.05084745762711865,False,False,False,True,False,False
Gigi Bohling,USA,50% Dark Bites,2022-04-13,"$2,296 ",59,0.08192090395480225,False,False,False,False,False,True
Beverie Moffet,UK,Smooth Sliky Salty,2022-05-04,"$4,403 ",76,0.1059322033898305,False,False,False,False,True,False
Beverie Moffet,Australia,Baker's Choco Chips,2022-08-04,"$3,192 ",109,0.15254237288135594,True,False,False,False,False,False
Beverie Moffet,India,70% Dark Bites,2022-06-01,$448 ,146,0.20480225988700565,False,False,True,False,False,False
Jehu Rudeforth,UK,Choco Coated Almonds,2022-04-22,"$4,270 ",185,0.2598870056497175,False,False,False,False,True,False
Kaine Padly,USA,50% Dark Bites,2022-08-03,$70 ,27,0.03672316384180791,False,False,False,False,False,True
Ches Bonnell,USA,Orange Choco,2022-06-10,"$1,743 ",69,0.096045197740113,False,False,False,False,False,True
Gunar Cockshoot,UK,Manuka Honey Choco,2022-06-27,"$6,762 ",46,0.0635593220338983,False,False,False,False,True,False
Marney O'Breen,Australia,Smooth Sliky Salty,2022-01-03,"$3,745 ",170,0.2387005649717514,True,False,False,False,False,False
Marney O'Breen,India,After Nines,2022-07-11,"$2,639 ",179,0.2514124293785311,False,False,True,False,False,False
Ches Bonnell,New Zealand,Milk Bars,2022-08-17,"$4,389 ",126,0.1765536723163842,False,False,False,True,False,False
Rafaelita Blaksland,USA,Fruit & Nut Bars,2022-01-18,"$2,604 ",65,0.0903954802259887,False,False,False,False,False,True
Ches Bonnell,India,Organic Choco Syrup,2022-03-08,"$16,569 ",99,0.1384180790960452,False,False,True,False,False,False
Mallorie Waber,Australia,Orange Choco,2022-03-07,"$14,658 ",275,0.3870056497175141,True,False,False,False,False,False
Husein Augar,India,70% Dark Bites,2022-05-09,"$6,454 ",157,0.22033898305084745,False,False,True,False,False,False
Barr Faughny,New Zealand,85% Dark Bars,2022-05-23,"$2,100 ",157,0.22033898305084745,False,False,False,True,False,False
Madelene Upcott,UK,Caramel Stuffed Bars,2022-04-15,$161 ,145,0.2033898305084746,False,False,False,False,True,False
Gigi Bohling,Australia,Drinking Coco,2022-07-27,"$2,807 ",139,0.19491525423728814,True,False,False,False,False,False
Marney O'Breen,Canada,Choco Coated Almonds,2022-08-22,"$2,639 ",406,0.5720338983050848,False,True,False,False,False,False
Ches Bonnell,USA,70% Dark Bites,2022-05-11,"$4,571 ",122,0.1709039548022599,False,False,False,False,False,True
Madelene Upcott,India,Organic Choco Syrup,2022-01-26,"$4,781 ",38,0.052259887005649715,False,False,True,False,False,False
Barr Faughny,USA,50% Dark Bites,2022-04-14,"$13,034 ",117,0.1638418079096045,False,False,False,False,False,True
Dennison Crosswaite,New Zealand,Mint Chip Choco,2022-04-05,"$6,454 ",417,0.5875706214689266,False,False,False,True,False,False
Marney O'Breen,New Zealand,Smooth Sliky Salty,2022-06-14,"$8,484 ",57,0.07909604519774012,False,False,False,True,False,False
Brien Boise,Canada,Almond Choco,2022-04-13,"$4,781 ",125,0.1751412429378531,False,True,False,False,False,False
Beverie Moffet,Australia,White Choc,2022-06-27,"$2,240 ",166,0.2330508474576271,True,False,False,False,False,False
Dotty Strutley,Australia,Eclairs,2022-01-26,"$6,979 ",3,0.002824858757062147,True,False,False,False,False,False
Barr Faughny,UK,White Choc,2022-07-05,"$1,652 ",72,0.10028248587570622,False,False,False,False,True,False
Beverie Moffet,Canada,Baker's Choco Chips,2022-01-11,"$13,447 ",95,0.1327683615819209,False,True,False,False,False,False
Kelci Walkden,USA,White Choc,2022-03-07,"$9,422 ",22,0.029661016949152543,False,False,False,False,False,True
Kaine Padly,Canada,50% Dark Bites,2022-03-04,"$8,687 ",100,0.13983050847457626,False,True,False,False,False,False
Karlen McCaffrey,Canada,Organic Choco Syrup,2022-07-15,"$2,415 ",312,0.4392655367231638,False,True,False,False,False,False
Kaine Padly,UK,Peanut Butter Cubes,2022-05-11,"$6,272 ",86,0.12005649717514125,False,False,False,False,True,False
Karlen McCaffrey,USA,Milk Bars,2022-01-27,"$4,389 ",7,0.00847457627118644,False,False,False,False,False,True
Karlen McCaffrey,India,Orange Choco,2022-06-27,"$3,122 ",149,0.20903954802259886,False,False,True,False,False,False
Ches Bonnell,India,Smooth Sliky Salty,2022-08-03,"$8,043 ",18,0.02401129943502825,False,False,True,False,False,False
Wilone O'Kielt,New Zealand,Mint Chip Choco,2022-08-19,"$11,662 ",242,0.3403954802259887,False,False,False,True,False,False
Wilone O'Kielt,Australia,Fruit & Nut Bars,2022-06-15,$392 ,102,0.1426553672316384,True,False,False,False,False,False
Dennison Crosswaite,UK,Peanut Butter Cubes,2022-02-07,"$8,925 ",158,0.22175141242937854,False,False,False,False,True,False
Karlen McCaffrey,Australia,Almond Choco,2022-07-08,"$7,294 ",128,0.17937853107344634,True,False,False,False,False,False
Dennison Crosswaite,India,Milk Bars,2022-04-21,"$1,526 ",96,0.134180790960452,False,False,True,False,False,False
Ches Bonnell,UK,Mint Chip Choco,2022-04-08,"$2,688 ",209,0.2937853107344633,False,False,False,False,True,False
Husein Augar,Australia,50% Dark Bites,2022-08-19,"$14,889 ",52,0.07203389830508475,True,False,False,False,False,False
Jan Morforth,India,Fruit & Nut Bars,2022-05-04,"$2,912 ",55,0.07627118644067797,False,False,True,False,False,False
Mallorie Waber,USA,85% Dark Bars,2022-05-11,"$2,632 ",108,0.15112994350282485,False,False,False,False,False,True
Mallorie Waber,USA,Eclairs,2022-03-22,"$6,328 ",51,0.07062146892655367,False,False,False,False,False,True
Dennison Crosswaite,Canada,Spicy Special Slims,2022-08-10,"$2,527 ",216,0.3036723163841808,False,True,False,False,False,False
Dennison Crosswaite,USA,Fruit & Nut Bars,2022-05-04,"$1,414 ",318,0.4477401129943503,False,False,False,False,False,True
Kelci Walkden,USA,99% Dark & Pure,2022-08-18,"$7,714 ",238,0.3347457627118644,False,False,False,False,False,True
Dotty Strutley,Canada,Raspberry Choco,2022-08-03,"$4,347 ",238,0.3347457627118644,False,True,False,False,False,False
Marney O'Breen,New Zealand,Milk Bars,2022-01-14,"$7,490 ",315,0.4435028248587571,False,False,False,True,False,False
Madelene Upcott,Australia,Choco Coated Almonds,2022-04-08,"$2,058 ",72,0.10028248587570622,True,False,False,False,False,False
Kelci Walkden,UK,Orange Choco,2022-08-01,"$3,640 ",3,0.002824858757062147,False,False,False,False,True,False
Dennison Crosswaite,Canada,Eclairs,2022-03-15,$455 ,45,0.062146892655367235,False,True,False,False,False,False
Karlen McCaffrey,India,Mint Chip Choco,2022-07-15,"$10,990 ",184,0.2584745762711864,False,False,True,False,False,False
Barr Faughny,New Zealand,Almond Choco,2022-01-13,"$5,558 ",127,0.17796610169491525,False,False,False,True,False,False
Mallorie Waber,Australia,85% Dark Bars,2022-08-26,"$2,541 ",53,0.07344632768361582,True,False,False,False,False,False
Ches Bonnell,Canada,Eclairs,2022-01-10,"$1,876 ",172,0.24152542372881355,False,True,False,False,False,False
Gigi Bohling,Australia,White Choc,2022-05-11,"$5,523 ",87,0.12146892655367232,True,False,False,False,False,False
Beverie Moffet,New Zealand,85% Dark Bars,2022-08-30,"$11,200 ",22,0.029661016949152543,False,False,False,True,False,False
Kaine Padly,USA,Caramel Stuffed Bars,2022-07-21,"$5,593 ",122,0.1709039548022599,False,False,False,False,False,True
Mallorie Waber,Australia,Almond Choco,2022-08-01,"$7,882 ",125,0.1751412429378531,True,False,False,False,False,False
Brien Boise,Canada,85% Dark Bars,2022-02-17,"$10,241 ",259,0.3644067796610169,False,True,False,False,False,False
Brien Boise,Australia,Drinking Coco,2022-07-27,"$6,832 ",156,0.2189265536723164,True,False,False,False,False,False
Dotty Strutley,USA,Orange Choco,2022-02-23,"$1,379 ",107,0.1497175141242938,False,False,False,False,False,True
Rafaelita Blaksland,Australia,50% Dark Bites,2022-03-22,"$3,010 ",40,0.05508474576271186,True,False,False,False,False,False
Dennison Crosswaite,India,99% Dark & Pure,2022-06-23,"$6,888 ",311,0.4378531073446328,False,False,True,False,False,False
Curtice Advani,UK,White Choc,2022-02-01,"$1,540 ",73,0.1016949152542373,False,False,False,False,True,False
Kelci Walkden,Australia,After Nines,2022-03-02,"$6,916 ",288,0.4053672316384181,True,False,False,False,False,False
Gigi Bohling,UK,Fruit & Nut Bars,2022-04-06,"$1,232 ",86,0.12005649717514125,False,False,False,False,True,False
Gunar Cockshoot,Australia,Raspberry Choco,2022-03-17,$602 ,72,0.10028248587570622,True,False,False,False,False,False
Curtice Advani,UK,Fruit & Nut Bars,2022-06-24,"$10,927 ",136,0.1906779661016949,False,False,False,False,True,False
Barr Faughny,Canada,50% Dark Bites,2022-07-19,"$10,185 ",303,0.4265536723163842,False,True,False,False,False,False
Curtice Advani,USA,Spicy Special Slims,2022-07-11,"$1,603 ",264,0.3714689265536723,False,False,False,False,False,True
Brien Boise,India,Almond Choco,2022-01-13,"$2,170 ",218,0.3064971751412429,False,False,True,False,False,False
Oby Sorrel,New Zealand,Smooth Sliky Salty,2022-07-07,"$8,673 ",60,0.08333333333333333,False,False,False,True,False,False
Jan Morforth,India,85% Dark Bars,2022-05-25,"$4,760 ",418,0.5889830508474576,False,False,True,False,False,False
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,"$4,753 ",151,0.211864406779661,False,False,True,False,False,False
Andria Kimpton,New Zealand,50% Dark Bites,2022-03-02,"$3,374 ",202,0.2838983050847458,False,False,False,True,False,False
Gunar Cockshoot,Canada,Raspberry Choco,2022-06-23,"$2,058 ",126,0.1765536723163842,False,True,False,False,False,False
Kelci Walkden,USA,Drinking Coco,2022-07-26,"$6,454 ",160,0.2245762711864407,False,False,False,False,False,True
Van Tuxwell,Canada,White Choc,2022-03-22,$420 ,3,0.002824858757062147,False,True,False,False,False,False
Rafaelita Blaksland,USA,Baker's Choco Chips,2022-06-09,"$2,863 ",58,0.08050847457627118,False,False,False,False,False,True
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,"$5,936 ",59,0.08192090395480225,True,False,False,False,False,False
Ches Bonnell,New Zealand,Peanut Butter Cubes,2022-03-04,$889 ,273,0.384180790960452,False,False,False,True,False,False
Kelci Walkden,Canada,Milk Bars,2022-07-07,"$16,016 ",28,0.038135593220338986,False,True,False,False,False,False
Dennison Crosswaite,Canada,Choco Coated Almonds,2022-01-13,"$10,479 ",118,0.1652542372881356,False,True,False,False,False,False
Curtice Advani,Australia,Almond Choco,2022-07-13,"$2,912 ",75,0.10451977401129943,True,False,False,False,False,False
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,"$1,575 ",329,0.4632768361581921,True,False,False,False,False,False
Gigi Bohling,UK,50% Dark Bites,2022-07-18,"$8,197 ",69,0.096045197740113,False,False,False,False,True,False
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,"$4,221 ",395,0.556497175141243,False,False,False,False,True,False
Gigi Bohling,UK,70% Dark Bites,2022-06-21,$840 ,81,0.11299435028248588,False,False,False,False,True,False
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,"$5,691 ",38,0.052259887005649715,True,False,False,False,False,False
Marney O'Breen,India,Eclairs,2022-01-13,"$3,472 ",96,0.134180790960452,False,False,True,False,False,False
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,"$4,193 ",195,0.2740112994350282,False,True,False,False,False,False
Kaine Padly,UK,Smooth Sliky Salty,2022-06-08,"$9,016 ",554,0.7810734463276836,False,False,False,False,True,False
Karlen McCaffrey,Canada,Spicy Special Slims,2022-08-02,"$6,328 ",47,0.06497175141242938,False,True,False,False,False,False
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,"$9,870 ",152,0.2132768361581921,False,False,False,False,False,True
Curtice Advani,India,Spicy Special Slims,2022-06-20,$161 ,134,0.18785310734463276,False,False,True,False,False,False
Roddy Speechley,India,After Nines,2022-06-22,"$2,576 ",112,0.15677966101694915,False,False,True,False,False,False
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,"$3,178 ",16,0.0211864406779661,True,False,False,False,False,False
Curtice Advani,Australia,99% Dark & Pure,2022-01-07,"$4,676 ",84,0.1172316384180791,True,False,False,False,False,False
Mallorie Waber,UK,50% Dark Bites,2022-02-21,"$5,502 ",99,0.1384180790960452,False,False,False,False,True,False
Ches Bonnell,Canada,Baker's Choco Chips,2022-03-21,"$7,462 ",371,0.5225988700564972,False,True,False,False,False,False
Van Tuxwell,UK,Drinking Coco,2022-04-04,"$5,803 ",136,0.1906779661016949,False,False,False,False,True,False
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,"$13,888 ",203,0.2853107344632768,False,True,False,False,False,False
Gunar Cockshoot,New Zealand,Spicy Special Slims,2022-06-28,"$6,867 ",183,0.2570621468926554,False,False,False,True,False,False
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,"$2,317 ",195,0.2740112994350282,True,False,False,False,False,False
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-02-07,"$1,218 ",135,0.18926553672316385,False,False,False,True,False,False
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-11,"$4,109 ",197,0.2768361581920904,False,False,False,True,False,False
Jehu Rudeforth,India,99% Dark & Pure,2022-02-25,"$1,953 ",242,0.3403954802259887,False,False,True,False,False,False
Dotty Strutley,Australia,Mint Chip Choco,2022-08-01,"$6,790 ",25,0.03389830508474576,True,False,False,False,False,False
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,"$6,797 ",252,0.3545197740112994,True,False,False,False,False,False
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,"$9,226 ",415,0.5847457627118644,False,False,False,True,False,False
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-01-04,"$5,733 ",348,0.4901129943502825,False,False,False,True,False,False
Roddy Speechley,New Zealand,50% Dark Bites,2022-05-09,"$4,312 ",211,0.2966101694915254,False,False,False,True,False,False
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-05-06,"$1,638 ",81,0.11299435028248588,False,False,True,False,False,False
Husein Augar,UK,White Choc,2022-01-13,"$10,815 ",145,0.2033898305084746,False,False,False,False,True,False
Roddy Speechley,Australia,Almond Choco,2022-06-24,"$4,466 ",74,0.10310734463276836,True,False,False,False,False,False
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,$987 ,21,0.02824858757062147,False,False,False,False,False,True
Camilla Castle,Australia,99% Dark & Pure,2022-01-18,"$4,669 ",101,0.14124293785310735,True,False,False,False,False,False
Kaine Padly,India,Milk Bars,2022-05-02,"$2,905 ",91,0.1271186440677966,False,False,True,False,False,False
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,"$7,490 ",54,0.0748587570621469,True,False,False,False,False,False
Mallorie Waber,USA,Almond Choco,2022-01-28,"$6,986 ",368,0.518361581920904,False,False,False,False,False,True
Kaine Padly,Canada,99% Dark & Pure,2022-06-24,"$1,288 ",409,0.576271186440678,False,True,False,False,False,False
Oby Sorrel,UK,After Nines,2022-07-18,"$2,345 ",104,0.14548022598870056,False,False,False,False,True,False
Gunar Cockshoot,UK,Eclairs,2022-04-13,"$3,619 ",164,0.23022598870056496,False,False,False,False,True,False
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,"$16,982 ",76,0.1059322033898305,False,False,False,False,False,True
Jan Morforth,India,Peanut Butter Cubes,2022-01-04,"$8,092 ",178,0.25,False,False,True,False,False,False
Husein Augar,Australia,Eclairs,2022-07-04,"$6,993 ",31,0.0423728813559322,True,False,False,False,False,False
Beverie Moffet,USA,Smooth Sliky Salty,2022-03-24,"$2,317 ",352,0.4957627118644068,False,False,False,False,False,True
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,$637 ,169,0.23728813559322035,True,False,False,False,False,False
Oby Sorrel,Australia,Almond Choco,2022-02-15,"$6,034 ",223,0.3135593220338983,True,False,False,False,False,False
Jan Morforth,USA,Orange Choco,2022-06-29,$980 ,146,0.20480225988700565,False,False,False,False,False,True
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,"$2,821 ",112,0.15677966101694915,False,False,False,False,False,True
Mallorie Waber,UK,Milk Bars,2022-01-10,"$3,563 ",284,0.3997175141242938,False,False,False,False,True,False
Curtice Advani,USA,Raspberry Choco,2022-03-15,"$2,996 ",139,0.19491525423728814,False,False,False,False,False,True
Marney O'Breen,Canada,Milk Bars,2022-02-08,"$2,436 ",309,0.4350282485875706,False,True,False,False,False,False
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,"$1,540 ",100,0.13983050847457626,False,False,True,False,False,False
Gunar Cockshoot,USA,Eclairs,2022-05-03,"$6,916 ",42,0.05790960451977401,False,False,False,False,False,True
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,"$5,509 ",24,0.03248587570621469,False,False,False,False,False,True
Gunar Cockshoot,India,50% Dark Bites,2022-08-09,"$12,992 ",83,0.11581920903954802,False,False,True,False,False,False
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-07-11,"$3,724 ",234,0.3290960451977401,False,False,False,True,False,False
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,"$7,133 ",118,0.1652542372881356,False,False,False,False,True,False
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,"$8,617 ",46,0.0635593220338983,False,True,False,False,False,False
Wilone O'Kielt,New Zealand,Almond Choco,2022-03-15,"$9,198 ",144,0.2019774011299435,False,False,False,True,False,False
Oby Sorrel,New Zealand,Baker's Choco Chips,2022-04-25,"$11,823 ",47,0.06497175141242938,False,False,False,True,False,False
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,"$5,775 ",41,0.05649717514124294,True,False,False,False,False,False
Marney O'Breen,Australia,Spicy Special Slims,2022-06-23,"$13,125 ",275,0.3870056497175141,True,False,False,False,False,False
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,"$14,287 ",370,0.5211864406779662,False,True,False,False,False,False
Brien Boise,USA,Organic Choco Syrup,2022-05-25,"$16,233 ",138,0.19350282485875706,False,False,False,False,False,True
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-02-22,"$5,313 ",215,0.3022598870056497,False,False,False,True,False,False
Van Tuxwell,UK,85% Dark Bars,2022-07-11,"$3,577 ",134,0.18785310734463276,False,False,False,False,True,False
Marney O'Breen,Canada,Spicy Special Slims,2022-01-03,"$3,528 ",336,0.4731638418079096,False,True,False,False,False,False
Rafaelita Blaksland,New Zealand,70% Dark Bites,2022-08-24,$679 ,280,0.3940677966101695,False,False,False,True,False,False
Beverie Moffet,USA,50% Dark Bites,2022-07-28,"$2,450 ",352,0.4957627118644068,False,False,False,False,False,True
Brien Boise,USA,Mint Chip Choco,2022-05-25,"$10,577 ",150,0.21045197740112995,False,False,False,False,False,True
Karlen McCaffrey,New Zealand,Eclairs,2022-05-06,"$2,597 ",177,0.24858757062146894,False,False,False,True,False,False
Barr Faughny,India,Drinking Coco,2022-01-28,"$2,219 ",142,0.19915254237288135,False,False,True,False,False,False
Marney O'Breen,UK,Orange Choco,2022-06-06,"$11,319 ",12,0.015536723163841809,False,False,False,False,True,False
Brien Boise,New Zealand,Baker's Choco Chips,2022-07-12,"$5,978 ",24,0.03248587570621469,False,False,False,True,False,False
Ches Bonnell,Canada,Spicy Special Slims,2022-08-05,"$5,327 ",183,0.2570621468926554,False,True,False,False,False,False
Brien Boise,USA,Orange Choco,2022-01-28,"$6,020 ",147,0.2062146892655367,False,False,False,False,False,True
Kaine Padly,India,Spicy Special Slims,2022-08-31,"$5,614 ",137,0.192090395480226,False,False,True,False,False,False
Mallorie Waber,USA,50% Dark Bites,2022-04-19,"$1,736 ",13,0.01694915254237288,False,False,False,False,False,True
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,"$6,384 ",2,0.0014124293785310734,False,False,False,False,True,False
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,"$3,577 ",261,0.3672316384180791,False,False,True,False,False,False
Madelene Upcott,UK,Smooth Sliky Salty,2022-03-04,"$14,539 ",84,0.1172316384180791,False,False,False,False,True,False
Gigi Bohling,India,Eclairs,2022-06-21,"$3,493 ",68,0.09463276836158192,False,False,True,False,False,False
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,$994 ,105,0.14689265536723164,True,False,False,False,False,False
Oby Sorrel,New Zealand,White Choc,2022-06-10,"$4,361 ",40,0.05508474576271186,False,False,False,True,False,False
Andria Kimpton,UK,Drinking Coco,2022-05-23,"$1,554 ",65,0.0903954802259887,False,False,False,False,True,False
Kelci Walkden,India,Milk Bars,2022-04-15,$966 ,107,0.1497175141242938,False,False,True,False,False,False
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,"$5,334 ",227,0.3192090395480226,False,False,False,True,False,False
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-03-04,"$4,935 ",39,0.05367231638418079,False,False,False,True,False,False
Barr Faughny,New Zealand,After Nines,2022-04-19,"$10,024 ",84,0.1172316384180791,False,False,False,True,False,False
Beverie Moffet,UK,Almond Choco,2022-05-16,"$2,506 ",100,0.13983050847457626,False,False,False,False,True,False
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,"$1,043 ",120,0.16807909604519775,True,False,False,False,False,False
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,"$6,524 ",257,0.3615819209039548,False,False,False,False,False,True
Roddy Speechley,Canada,Orange Choco,2022-02-09,"$8,148 ",85,0.11864406779661017,False,True,False,False,False,False
Mallorie Waber,Canada,Orange Choco,2022-03-23,"$3,577 ",178,0.25,False,True,False,False,False,False
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-02-01,"$3,374 ",151,0.211864406779661,False,False,False,True,False,False
Mallorie Waber,India,Drinking Coco,2022-03-07,"$3,948 ",142,0.19915254237288135,False,False,True,False,False,False
Ches Bonnell,UK,White Choc,2022-01-03,"$3,269 ",226,0.3177966101694915,False,False,False,False,True,False
Ches Bonnell,USA,White Choc,2022-02-11,"$5,271 ",341,0.480225988700565,False,False,False,False,False,True
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,"$4,571 ",140,0.1963276836158192,False,False,False,True,False,False
Dotty Strutley,India,White Choc,2022-08-15,"$12,327 ",330,0.4646892655367232,False,False,True,False,False,False
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,"$4,935 ",73,0.1016949152542373,False,False,True,False,False,False
Van Tuxwell,India,Spicy Special Slims,2022-04-11,"$6,167 ",4,0.00423728813559322,False,False,True,False,False,False
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,"$18,340 ",285,0.4011299435028249,False,False,False,True,False,False
Dotty Strutley,New Zealand,White Choc,2022-06-15,"$7,014 ",60,0.08333333333333333,False,False,False,True,False,False
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-08-01,"$7,119 ",101,0.14124293785310735,False,True,False,False,False,False
Kaine Padly,USA,Milk Bars,2022-06-15,"$15,491 ",58,0.08050847457627118,False,False,False,False,False,True
Brien Boise,India,After Nines,2022-06-16,"$5,747 ",45,0.062146892655367235,False,False,True,False,False,False
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,"$4,550 ",281,0.3954802259887006,False,False,False,True,False,False
Dennison Crosswaite,USA,Drinking Coco,2022-05-10,"$2,191 ",138,0.19350282485875706,False,False,False,False,False,True
Oby Sorrel,India,Eclairs,2022-08-25,"$5,663 ",322,0.4533898305084746,False,False,True,False,False,False
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,"$7,623 ",85,0.11864406779661017,False,False,False,True,False,False
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,"$9,023 ",409,0.576271186440678,False,False,False,False,True,False
Jan Morforth,Australia,50% Dark Bites,2022-06-14,"$3,402 ",182,0.2556497175141243,True,False,False,False,False,False
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,"$10,507 ",467,0.6581920903954802,True,False,False,False,False,False
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,"$7,721 ",14,0.018361581920903956,False,False,False,False,False,True
Brien Boise,Canada,Mint Chip Choco,2022-01-28,"$5,033 ",178,0.25,False,True,False,False,False,False
Kaine Padly,UK,Orange Choco,2022-06-29,"$1,960 ",191,0.268361581920904,False,False,False,False,True,False
Karlen McCaffrey,Australia,70% Dark Bites,2022-06-24,$238 ,317,0.4463276836158192,True,False,False,False,False,False
Gunar Cockshoot,Canada,Mint Chip Choco,2022-07-01,"$7,756 ",410,0.577683615819209,False,True,False,False,False,False
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,"$1,736 ",137,0.192090395480226,False,False,False,False,False,True
Curtice Advani,Canada,Smooth Sliky Salty,2022-08-01,"$2,660 ",12,0.015536723163841809,False,True,False,False,False,False
Oby Sorrel,Australia,Milk Bars,2022-06-21,"$7,672 ",254,0.3573446327683616,True,False,False,False,False,False
Camilla Castle,New Zealand,Spicy Special Slims,2022-01-25,"$11,564 ",24,0.03248587570621469,False,False,False,True,False,False
Gigi Bohling,UK,Milk Bars,2022-05-17,"$1,365 ",232,0.326271186440678,False,False,False,False,True,False
Andria Kimpton,Australia,85% Dark Bars,2022-08-23,"$4,186 ",233,0.327683615819209,True,False,False,False,False,False
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,"$7,406 ",118,0.1652542372881356,True,False,False,False,False,False
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,"$8,911 ",543,0.7655367231638418,False,False,True,False,False,False
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,$112 ,223,0.3135593220338983,False,False,False,False,False,True
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-04,"$8,204 ",204,0.2867231638418079,False,True,False,False,False,False
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,"$2,611 ",65,0.0903954802259887,True,False,False,False,False,False
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,"$15,652 ",53,0.07344632768361582,False,False,False,False,False,True
Curtice Advani,New Zealand,Spicy Special Slims,2022-01-10,"$4,074 ",469,0.6610169491525424,False,False,False,True,False,False
Madelene Upcott,USA,White Choc,2022-05-04,"$12,250 ",213,0.2994350282485876,False,False,False,False,False,True
Andria Kimpton,USA,Spicy Special Slims,2022-05-23,"$2,366 ",5,0.005649717514124294,False,False,False,False,False,True
